product_name,description,price,image-src,on_sale_price,platform
Greedfall Gold Edition | XBOX,"GreedFall’s Gold Edition is the most complete way to experience the critically-acclaimed RPG, including the base game and The de Vespe Conspiracy story expansion. Explore uncharted new lands as you set foot on a remote island seeping with magic, and filled with riches, lost secrets, and fantastic creatures.Forge this new world’s destiny, as you befriend or betray companions and entire factions. With diplomacy, deception and force, become part of a living, evolving world - influence its course and shape your story.Engage in a core roleplaying experience – achieve quests and complete objectives in a multitude of different ways – through combat, diplomacy, deception, or stealth.Complete freedom in character progression – play as a male or female, customize your appearance, and freely choose your abilities, spells and skills.Delve into a mysterious world of magic – begin a grand journey and uncover ancient secrets protected by supernatural beings, manifestations of the island’s earthly magic.",49.99,https://static-ca.gamestop.ca/images/products/760390/3max.jpg,39.99,Xbox
NBA 2K22,"A WORLD OF BASKETBALL
NBA 2K22 puts the entire basketball universe in your hands. PLAY NOW in real NBA and WNBA environments against authentic teams and players. Build your own dream team in MyTEAM ""with today's stars and yesterday's legends"". Live out your own pro journey in MyCAREER and experience your personal rise to the NBA. Flex your management skills as a powerful Executive in MyGM and MyLEAGUE. Anyone; anywhere can hoop in NBA 2K22.





STEP YOUR GAME UP – New tactical offense meets an overhauled defense for a more competitive and immersive NBA 2K22. Add skill-based dribbling; shooting; dunking; and alley-oops to your bag of moves; and counter them with ferocious new blocks and contests on the other end of the court.
YOUR JOURNEY; YOUR CITY – MyCAREER and an all-new City become one in a groundbreaking 2K22 experience. Embark on your personal journey to the pros – a sprawling MyCAREER life – ALL within the City. Forge your own path in college; the NBA G League; or even by jumping straight to the NBA. Be a pro off-the-court by growing your personal brand in the music industry; fashion world; and more. And of course; ball out against the best and fiercest MyPLAYERs in the most vibrant and competitive basketball community in the world.
YOUR DREAM TEAM – Collect; craft; and hoop in the ultimate NBA fantasy competition: NBA 2K22 MyTEAM. Build your dream lineup of NBA stars and legends across any era; and explore game-changing evolutions to the MyTEAM experience – each addition introduced over multiple Seasons.
NEW SEASONS; NEW DISCOVERIES – In NBA 2K22; every Season brings fresh opportunities to reap new rewards. Whether in MyTEAM or MyCAREER; compete against the best and discover what amazing rewards each new Season has in store.
GET IN THE REAL GAME - Play as your favorite NBA and WNBA teams and stars; and experience the authenticity of professional basketball at the highest levels. With best-in-class visual presentation and player AI; up-to-date rosters and historic teams; and much more; the game has never felt more real and complete than it does in NBA 2K. Feel the energy of the crowd; the intensity of the competition; and the endless entertainment of one of the most immersive sports product in gaming today.
PURSUE YOUR PRO DREAM - Step into the shoes of an aspiring baller in MyCAREER; and carve your own path to the National Basketball Association in a Hollywood-esque hooper’s journey. Meet off-the-court friends and on-the-court foes; as your rise to the top takes different twists and turns - some based on the decisions you make for yourself. Will you make your name in College or develop your game professionally in the NBA G League - or both? Or will you confidently take your game directly to the NBA? It’s entirely your story.
BE PART OF A HUGE HOOPS COMMUNITY - Whether in the City (for PlayStation?5 and Xbox Series X|S) or in the Neighborhood (for PlayStation?4; Xbox One; Nintendo Switch; and PC); live out your basketball life in the biggest and most vibrant hoops community in the world. With your MyPLAYER; put in the work; rep up; and dominate the courts. You can train in the Gatorade Training Facility; pick up the latest gear at SWAG’S; and compete throughout the year in diverse Events. Be the baller you want to be in NBA 2K’s own basketball hub.
BUILD YOUR OWN DREAM TEAM - Create the ultimate fantasy roster of today’s NBA stars and yesterday’s legends in MyTEAM. An ever-rewarding experience of collection and competition; MyTEAM combines the excitement of discovering and obtaining your favorite player cards and the intensity of taking on the best rosters the MyTEAM community has to offer. Play; earn; craft; and compete through challenges; tournaments; and much more.
TAKE CONTROL OVER EVERYTHING - Take control as General Manager - or oversee the entire league from the very top as Commissioner - in the most comprehensive management simulation experience: MyNBA and MyWNBA (MyGM and MyLEAGUE for PlayStation?4; Xbox One; Nintendo Switch; and PC). Make team; personnel; and other big-time decisions that will determine the success of a team on its way to a dynasty; and experiment with new rules; competition formats; and other league-wide decisions that will shape the sport in remarkable ways.
EXPERIENCE THE LATEST AND GREATEST - There’s always something new to come back to in NBA 2K: the latest NBA/WNBA rosters and Player Ratings; new Challenges and player cards in MyTEAM; the freshest gear and basketball Events in the City/Neighborhood; and much more. With ever-expanding content and one of the most passionate hoops communities; basketball never stops in NBA 2K.
EVERYTHING IS GAME - The NBA 2K experience offers more than just the sport of basketball; it is hoops culture and everything around it. Discover up-and-coming music artists in an ever-expanding 2K Beats game soundtrack. Flaunt the latest trends in streetwear and hoops fashion with your MyPLAYER. Design your own sneakers; uniforms; and branding for your custom teams. In NBA 2K; Everything is Game.",19.99,https://static-ca.gamestop.ca/images/products/762438/3max.jpg,,Xbox
FIFA 22,"Powered by Football™, EA SPORTS™ FIFA 22 on PlayStation 5 and Xbox Series X|S moves the game forward with groundbreaking next-gen HyperMotion gameplay technology that elevates every moment on the pitch. HyperMotion integrates advanced full-team mocap data and machine learning to heighten gameplay in every match in FIFA 22, harnessing the power of next generation consoles to deliver the most realistic, responsive and fluid gameplay experience we’ve ever built. FIFA 22 brings a new season of innovation across every mode in the game; enjoy more consistency between the posts with a goalkeeper rewrite that brings more composure to the most important position on the pitch, live out your football dreams as you create and manage your custom club to glory in Career Mode, get rewarded for your flair with restyled gameplay in VOLTA FOOTBALL, welcome back football’s most memorable players as FIFA Ultimate Team™ Heroes, and feel the atmosphere of your next big game with the most immersive matchday experience ever seen in EA SPORTS FIFA. 
  
 GAMEPLAY HYPERMOTION GAMEPLAY TECHNOLOGY Brand new for EA SPORTS FIFA and on next generation consoles, HyperMotion combines two technologies for the first time ever, revolutionising football gameplay:  Advanced 11v11 Match Capture: Xsens suits enable motion capture from 22 professional footballers playing at high-intensity for the first time. This unprecedented volume of high-quality real-human movement data powers how both individuals and teams move across FIFA 22. Machine Learning: Our cutting-edge and proprietary machine learning algorithm learns from over 8.7 million frames of advanced match capture, then writes new animations in real time to create organic football realism across a variety of interactions on the pitch.  The result is a more realistic, responsive and fluid gameplay experience in every match across every mode of FIFA 22 on next generation consoles:  Full Team Authentic Motion  A fundamental leap forward, Xsens Suits were used to record data from all 22 players playing at high intensity for the first time ever. Data captured from every touch, tackle, sprint, and duel results in the biggest animation refresh in FIFA history, with 4000+ new animations added - over three times more than in FIFA 21 - raising the footballing intensity, responsiveness, and physicality of every player in the game to unlock the most true-to-life movement in EA SPORTS FIFA history.   ML - Flow   Our machine learning algorithm reinvents how animations work in sports video games, delivering greater fluidity and visual realism than ever before. Learning from more than 8.7 million frames from Advanced 11v11 Match Capture, the ML - Flow algorithm writes new animations in real-time, enabling players to better adjust their stride and running cadence on approach to the ball to control or strike it more smoothly.   Tactical A.I.  Driven by the power of the new generation of consoles, Tactical A.I. creates deeper intelligence across all 22 players; giving each individual footballer the ability to better understand their teammates’ and opponents’ formations and movement to create a new level of tactical realism. In attack players can now make up to 6x more decisions per second, resulting in better awareness of their surroundings, smarter runs in build-up play, and more speed in reacting to loose balls. Rewritten defensive AI means teams now operate more as a unit, retaining their shape to move across the pitch and cover vacant space.   Kinetic Air Battles   Enhanced two player interaction technology syncs player animations, creating greater realism and responsiveness as they jump to battle for the ball. See defenders and attackers push, pull, and jostle as they rise to meet crosses, clearances, and long passes, increasing quality in headed situations and creating cleaner outcomes as players fight to be first to the ball.   Composed Ball Control  Powered by the animation refresh, controlling the ball in FIFA 22 is more natural and fluid than ever before. Longer two-touch animations enable better control of aerial balls, more agility when trapping ground balls, and more strength in shielding situations to give you new ways to drive forward in attack.   Player Humanization  Powered by Advanced 11v11 Match Capture, new off-ball player animations and ambient behaviour help bring on-pitch characters to life. See opponents talk, point, and direct each other based on the action, along with updated intensity-based locomotion that matches players’ urgency to make FIFA more realistic and immersive than ever.    ADDITIONAL GAMEPLAY FEATURES  Goalkeeper Rewrite - A brand new goalkeeper system brings a new level of intelligence to the last line of defence, unlocking more reliable shot-stopping and smarter decision-making between the posts. In FIFA 22, goalkeeper positioning personality replicates the different styles of keepers throughout the game - to represent the lightning-fast reflexes of world-class shot stoppers.   True Ball Physics - Real-world data imported into FIFA 22 takes the game’s ball physics to a new level of realism. Tuned parameters including speed, swerve, air drag, air resistance, ground friction, and rolling friction mean every touch, trap, shot, volley, pass, and dribble will look, move, and fly like the real thing.   Explosive Sprint - A new gameplay mechanic that changes the dynamic of one-on-one situations, Explosive Sprint gives you more control over acceleration when dribbling or defending. Lure opponents in and choose when to unleash your full speed to get away from the defender as you drive your team forward in attack.   New Attacking Tactics - New Attacking Tactics give you more control over how you want your team to play. Set up your team with different styles in each half of the pitch: keep the ball in your half and explode into attack with fast build up in the opponent’s, play direct from box to box, or line up in your own unique style.  CAREER MODE Live out your football dreams in FIFA 22 Career Mode as you create a club and lead them from relegation candidates to global giants, and enjoy an overhauled Player Career experience that gives you more ways to progress, achieve, and immerse yourself in your Pro’s journey through the game. More information on new Career Mode features coming soon. VOLTA FOOTBALL VOLTA FOOTBALL returns with more flair all over the pitch and new ways to express your style and connect with your squad in street football playgrounds all over the world. More information on new VOLTA FOOTBALL features coming soon.    FIFA ULTIMATE TEAM Build your dream squad and compete in the most popular mode in FIFA, with thousands of players to add to your club and countless ways to customise your Club on and off the pitch. Whether you want to play on your own in Squad Battles, together in FUT Co-Op, Online in Division Rivals, or against the best in FUT Champions, FIFA Ultimate Team™ (FUT) connects you to the world of football throughout the entire season with a range of content influenced by real-world performances and competitions including the UEFA Champions League, UEFA Europa League, and CONMEBOL Libertadores. FIFA 22 Ultimate Team redesigns how you compete in Division Rivals and FUT Champions to create a more accessible way to test your skills and progress against other players, gives you even more ways to make your club your own with new depths of customisation both on and off the pitch, and introduces FUT Heroes - the return of some of football’s best-loved players.  FUT Heroes - Celebrate some of football’s most memorable players with FUT Heroes, new items that represent the unforgettable moments that made them fan favourites. Whether it’s Robbie Keane lifting the League Cup in 2008, Diego Milito’s brace in the 2010 UEFA Champions League final to cement an Inter treble, or Mario Gomez’s goal to set up his team’s 2007 Bundesliga title victory, FUT Heroes offer new squad-building opportunities with league-specific chemistry and a chance to recreate the nostalgic moments that earned them a place in the squad of FUT 22 Heroes.  More information on new FIFA Ultimate Team features coming soon. PRO CLUBS With new customisation options to make your club stand out in the stands and on the pitch, a new player growth system that puts you in control of your Virtual Pro’s development, and streamlined social play that makes it easier than ever to find your next game, it’s time to get the squad together for a new season of Pro Clubs. More information on new Pro Clubs features coming soon. UNRIVALED AUTHENTICITY Experience unrivaled authenticity in FIFA 22 with the most true-to-life experience of The World’s Game featuring football’s biggest stars and teams. With 17,000+ players across 700+ teams in more than 90 stadiums and over 30 leagues, FIFA 22 is the only place you can play the iconic UEFA Champions League, UEFA Europa League, brand new UEFA Europa Conference League, CONMEBOL Libertadores, CONMEBOL Sudamericana, Premier League, Bundesliga, and LaLiga Santander. 

Xbox One version playable on Xbox Series X.  Xbox Series X features and content not available on this product.",39.99,https://static-ca.gamestop.ca/images/products/762380/3max.jpg,29.99,Xbox
Back 4 Blood,"Watch Live Game Play Here










Back 4 Blood is a thrilling cooperative first-person shooter from the creators of the critically acclaimed Left 4 Dead franchise. You are at the center of a war against the Ridden. These once-human hosts of a deadly parasite have turned into terrifying creatures bent on devouring what remains of civilization. With humanity’s extinction on the line, it’s up to you and your friends to take the fight to the enemy, eradicate the Ridden, and reclaim the world.
Cooperative Campaign
Fight your way through a dynamic, perilous world in a 4-player co-op story campaign where you must work together to survive increasingly challenging missions. Play with up to 3 of your friends online or go solo and lead your team in battle.
Choose from 8 customizable Cleaners, one of the immune survivors, and a range of lethal weapons and items. Strategize against an ever-evolving enemy bent on your total destruction.
Competitive Multiplayer
Play with or against friends in PVP. Become a Cleaner with special perks or switch sides and play as the horrific Ridden. Both sides come with unique weapons, abilities, and specialties.
Extreme Replayability
A new """"roguelike"""" card system creates different experiences each and every time, putting you in control to craft custom decks, roll different builds and undertake more demanding fights.
The Dynamic Game Director is constantly adjusting to player actions, ensuring exciting fights, extreme gameplay diversity, and tougher legions of Ridden - including mutated boss types up to 20 feet tall.",19.99,https://static-ca.gamestop.ca/images/products/758347/3max.jpg,,Xbox
Halo Infinite  - GameStop Exclusive,"The legendary Halo series returns with the most expansive Master Chief campaign yet.
Campaign: When all hope is lost and humanity’s fate hangs in the balance, Master Chief is ready to confront the most ruthless foe he’s ever faced. Begin anew and step inside the armor of humanity’s greatest hero to experience an epic adventure and finally explore the scale of the Halo ring itself.
Multiplayer: Halo’s celebrated multiplayer returns! More information coming later this year (requires Xbox Live Gold on console, membership sold separately).
Forge: Halo’s epic content creation tool is back and more powerful than ever. More information coming later this year.
Cross-Generation Gaming: Halo Infinite provides an amazing experience across the Xbox One and newer family of consoles with stunning graphics and world-class cross-platform play. And, on Xbox Series X, enjoy enhanced features like up to 4k resolution at 60FPS in campaign and greatly reduced load times creating seamless gameplay that usher in the next generation of gaming.*

*See bottom of page for important information.
When all hope is lost and humanity’s fate hangs in the balance, the Master Chief is ready to confront the most ruthless foe he’s ever faced. The legendary Halo series returns with the most expansive Master Chief story yet.
Multiplayer: Halo’s legendary multiplayer combat returns! More information coming later this year (requires Xbox Live Gold on console, membership sold separately).
Forge: Halo’s epic content creation tool is back and more powerful than ever. More information coming later this year.
Cross-Generation Gaming: Halo Infinite provides an amazing experience across the Xbox One and newer family of consoles as well as PC with stunning graphics and world-class cross-platform play. And, on Xbox Series X as well as supported PCs, enjoy enhanced features like up to 4k resolution at 60FPS in campaign and greatly reduced load times creating seamless gameplay that usher in the next generation of gaming.*
*Important Information:
4K Ultra HD on Xbox One X and Xbox Series X only; compatible TV required.",79.99,https://static-ca.gamestop.ca/images/products/761572/3max.jpg,65.99,Xbox
Tom Clancy’s Rainbow Six Extraction - Xbox,"*Offer and dates subject to change. Restrictions apply, including availability, technical and content restrictions. Buddy Pass features may differ. Void where prohibited.

Upgrade to the Xbox Series X|S version of the game at no additional cost.*
*CONDITIONS AND RESTRICTIONS APPLY. This game leverages Smart Delivery allowing access to both the Xbox One title and the Xbox Series X|S title. To upgrade eligible physical disc copies, a console with a disc drive is required. Visit ubi.li/NextGenUpgrades for details.
For decades, Team Rainbow has been the shield against the worst global threats imaginable. Now, we face the greatest terror yet: a lethal, mutating alien parasite.
FEATURES: 

Includes Buddy Pass: Invite 2 friends to play with you for FREE for 14 days.
Play alone or with friends from any platform in this 1- to 3-player co-op PvE FPS.
69 guns, 25 gadgets, 18 operators with progression levels, 12 large dynamic maps, 13 mutating enemies, and free post-launch content.
Test your skills with 4 adjustable difficulty levels and a thrilling Endgame ranked mode.
Tom Clancy's Rainbow Six Siege Players: Get 4 EXCLUSIVE Epic gearsets across both games and instantly unlock all 18 Tom Clancy's Rainbow Six Extraction operators in Tom Clancy's Rainbow Six Siege.",39.99,https://static-ca.gamestop.ca/images/products/761521/3max.jpg,32.99,Xbox
Grand Theft Auto V,"Experience Rockstar Games' critically acclaimed open world game, Grand Theft Auto V.When a young street hustler, a retired bank robber and a terrifying psychopath find themselves entangled with some of the most frightening and deranged elements of the criminal underworld, the U.S. government and the entertainment industry, they must pull off a series of dangerous heists to survive in a ruthless city in which they can trust nobody, least of all each other.Explore the stunning world of Los Santos and Blaine County in the ultimate Grand Theft Auto V experience, featuring a range of technical upgrades and enhancements for new and returning players. In addition to increased draw distances and higher resolution, players can expect a range of additions and improvements including:• New weapons, vehicles and activities
• Additional wildlife
• Denser traffic
• New foliage system
• Enhanced damage and weather effects, and much moreGrand Theft Auto V also comes with Grand Theft Auto Online, the dynamic and ever-evolving Grand Theft Auto universe with online play now for up to 30 players on . All existing gameplay upgrades and Rockstar-created content released since the launch of Grand Theft Auto Online is available for the with much more to come.",29.99,https://static-ca.gamestop.ca/images/products/769864/3max.jpg,,Xbox
Time On Frog Island,"Shipwrecked on a strange islandA terrible storm ravages the seas around you, casting your mighty vessel into the perilous rocks of a nearby island.
You awake to find your ship in pieces, shipwrecked on a strange island filled with… frogs?A spaghetti network of trades will take you all over this strange island as you seek out materials to fix your boat. You will meet a cast of friendly characters, solve head scratching puzzles, find hidden treasures, and much more as you explore the world of Time on Frog Island.Explore at your own paceMake your own path in this island sandbox, you never know what will be around the next corner!Get to know the froggy locals and help out where you can.Discover new items by fishing and farming, and concoct simple brews that will change how you traverse the island.Learn from the frogs and put your new skills to the test around the island.Trade to fix your boatAsk around for the items you need, but bear in mind that you might need to do a frog a favor to get what you want.Solve interesting puzzles to get your hands on required items.Try not to get too sidetracked by island life!Experiment with everything!Run faster, jump higher, fall slower, anything is possible if you’re holding the right item.Discover different ways to complete those crucial trades.Each object you pick up could end up being the key to something bigger.",39.99,https://static-ca.gamestop.ca/images/products/769543/3max.jpg,,Xbox
Dakar Desert Rally - Gamestop Exclusive,"Dakar Desert Rally is the biggest and most epic off-road rally racing adventure ever developed. Dakar Desert Rally captures the genuine speed and excitement of Amaury Sport Organisation’s largest rally race on the planet, featuring a wide variety of licensed vehicles from the world’s top makers, including motorcycles, cars, trucks, quads and SSVs. The game offers unique challenges for off-road simulation diehards and casual racing fans alike. Compete in fierce online multiplayer races or navigate the vast wilds in single-player offline.Authentic Dakar Rally ExperienceOver 30 stages of full rally racing from the official 2020 and 2021 Dakar Rally races with officially licensed vehicles, teams and pilots across multiplayer and single-player modes. All across an immense open world that doesn’t limit you to tracks and roads. The game also supports a wide array of steering wheels for the ultimate driving experience.Seasons and Dynamic WeatherFeaturing all four seasons and a full day-night cycle. Whether facing billowing sandstorms, blazing desert sunlight, grueling rain and snow, or deep mud, you’ll need to overcome the elements and your competition to win.Rescue & RepairIn true Dakar fashion, you can tow and rescue a competitor out of a jam for extra repair points. Who knows -- you might need the favor returned down the road.",29.99,https://static-ca.gamestop.ca/images/products/772854/3max.jpg,,Xbox
Persona 5 Royal - Standard Edition,"Prepare for an all-new RPG experience in Persona 5 Royal based in the universe of the award-winning series, Persona! Don the mask of Joker and join the Phantom Thieves of Hearts. Break free from the chains of modern society and stage grand heists to infiltrate the minds of the corrupt and make them change their ways! Persona 5 Royal is packed with new characters, confidants, story depth, new locations to explore, and a new grappling hook mechanic for stealthy access to new areas. With a new semester at Shujin Academy, get ready to strengthen your abilities in the metaverse and in your daily life. Persona 5 Royal presents a unique visual style and award nominated composer Shoji Meguro returns with an all-new soundtrack. Explore Tokyo, unlock new Personas, customize your own personal Thieves Den, discover a never-before-seen story arc, cutscenes, alternate endings, and more!Even for the most seasoned Phantom Thieves among us, Persona 5 Royal  is a new challenge to defy conventions, discover the power within, and fight  for justice.
Wear the mask. Reveal your truth.",79.99,https://static-ca.gamestop.ca/images/products/774093/3max.jpg,,Xbox
Gotham Knights Collector’s Edition (Web Only),"Game Overview:
Gotham Knights is a brand-new open world, third-person action RPG featuring the Batman Family as players step into the roles of Batgirl, Nightwing, Red Hood and Robin, a new guard of trained DC Super Heroes who must rise up as the protectors of Gotham City in the wake of Batman’s death. An expansive, criminal underworld has swept through the streets of Gotham, and it is now up to these new heroes to protect the city, bring hope to its citizens, discipline to its cops and fear to its criminals. Players must save Gotham from descent into chaos and reinvent themselves into their own version of the Dark Knight.
Features:

Play as a New Guard of DC Super Heroes – Step into the roles of Batgirl, Nightwing, Red Hood and Robin and shape Gotham’s newest protector to create your own version of the Dark Knight.


Action-Packed, Original Story Set in DC’s Batman Universe – With the Belfry as their base of operations, this new era of heroes will solve mysteries that connect the darkest chapters in Gotham’s history – from its soaring towers to its underground criminal network. Embark on rich storylines, including face-offs against some of the most infamous DC Super-Villains, such as Mr. Freeze, who is set on engulfing Gotham City in ice, and the mysterious Court of Owls, a secret society made up of Gotham City’s wealthiest families.


Explore and Fight Crime in an Open-World Gotham City – Patrol the dark streets of five distinct boroughs in a dynamic, interactive Gotham using a variety of traversal abilities and heroic combat moves, as well as the iconic Batcycle. From street-level crimefighting to face-offs with iconic DC Super-Villains, save the city from descent into chaos.


Unique Character Abilities and Customization – Each hero has unique abilities, gear, weapons and a customizable suit. Batgirl wields her melee tonfa Nightwing uses his signature dual escrima sticks; Red Hood has trained to reach peak human strength; and Robin is expertly skilled with his collapsible quarter staff.


Team Up in Two-Player, Online Co-Op – Play Gotham Knights solo or team up with a friend and combine strengths to protect Gotham City in two-player, online co-op.

Join the Conversation:
To learn more about Gotham Knights, visit gothamknightsgame.com or join the community conversation on Twitter (@GothamKnights), YouTube (GothamKnights), Instagram (@GothamKnights), Facebook (GothamKnights), Discord (GothamKnights).",399.99,https://static-ca.gamestop.ca/images/products/770595/3max.jpg,,Xbox
Gotham Knights Deluxe Edition,"Game Overview:
Gotham Knights is a brand-new open world, third-person action RPG featuring the Batman Family as players step into the roles of Batgirl, Nightwing, Red Hood and Robin, a new guard of trained DC Super Heroes who must rise up as the protectors of Gotham City in the wake of Batman’s death. An expansive, criminal underworld has swept through the streets of Gotham, and it is now up to these new heroes to protect the city, bring hope to its citizens, discipline to its cops and fear to its criminals. Players must save Gotham from descent into chaos and reinvent themselves into their own version of the Dark Knight.
Features:

Play as a New Guard of DC Super Heroes – Step into the roles of Batgirl, Nightwing, Red Hood and Robin and shape Gotham’s newest protector to create your own version of the Dark Knight.


Action-Packed, Original Story Set in DC’s Batman Universe – With the Belfry as their base of operations, this new era of heroes will solve mysteries that connect the darkest chapters in Gotham’s history – from its soaring towers to its underground criminal network. Embark on rich storylines, including face-offs against some of the most infamous DC Super-Villains, such as Mr. Freeze, who is set on engulfing Gotham City in ice, and the mysterious Court of Owls, a secret society made up of Gotham City’s wealthiest families.


Explore and Fight Crime in an Open-World Gotham City – Patrol the dark streets of five distinct boroughs in a dynamic, interactive Gotham using a variety of traversal abilities and heroic combat moves, as well as the iconic Batcycle. From street-level crimefighting to face-offs with iconic DC Super-Villains, save the city from descent into chaos.


Unique Character Abilities and Customization – Each hero has unique abilities, gear, weapons and a customizable suit. Batgirl wields her melee tonfa Nightwing uses his signature dual escrima sticks; Red Hood has trained to reach peak human strength; and Robin is expertly skilled with his collapsible quarter staff.


Team Up in Two-Player, Online Co-Op – Play Gotham Knights solo or team up with a friend and combine strengths to protect Gotham City in two-player, online co-op.

Join the Conversation:
To learn more about Gotham Knights, visit gothamknightsgame.com or join the community conversation on Twitter (@GothamKnights), YouTube (GothamKnights), Instagram (@GothamKnights), Facebook (GothamKnights), Discord (GothamKnights).",79.99,https://static-ca.gamestop.ca/images/products/770590/3max.jpg,,Xbox
Gotham Knights,"Game Overview:
Gotham Knights is a brand-new open world, third-person action RPG featuring the Batman Family as players step into the roles of Batgirl, Nightwing, Red Hood and Robin, a new guard of trained DC Super Heroes who must rise up as the protectors of Gotham City in the wake of Batman’s death. An expansive, criminal underworld has swept through the streets of Gotham, and it is now up to these new heroes to protect the city, bring hope to its citizens, discipline to its cops and fear to its criminals. Players must save Gotham from descent into chaos and reinvent themselves into their own version of the Dark Knight.
Features:

Play as a New Guard of DC Super Heroes – Step into the roles of Batgirl, Nightwing, Red Hood and Robin and shape Gotham’s newest protector to create your own version of the Dark Knight.


Action-Packed, Original Story Set in DC’s Batman Universe – With the Belfry as their base of operations, this new era of heroes will solve mysteries that connect the darkest chapters in Gotham’s history – from its soaring towers to its underground criminal network. Embark on rich storylines, including face-offs against some of the most infamous DC Super-Villains, such as Mr. Freeze, who is set on engulfing Gotham City in ice, and the mysterious Court of Owls, a secret society made up of Gotham City’s wealthiest families.


Explore and Fight Crime in an Open-World Gotham City – Patrol the dark streets of five distinct boroughs in a dynamic, interactive Gotham using a variety of traversal abilities and heroic combat moves, as well as the iconic Batcycle. From street-level crimefighting to face-offs with iconic DC Super-Villains, save the city from descent into chaos.


Unique Character Abilities and Customization – Each hero has unique abilities, gear, weapons and a customizable suit. Batgirl wields her melee tonfa Nightwing uses his signature dual escrima sticks; Red Hood has trained to reach peak human strength; and Robin is expertly skilled with his collapsible quarter staff.


Team Up in Two-Player, Online Co-Op – Play Gotham Knights solo or team up with a friend and combine strengths to protect Gotham City in two-player, online co-op.

Join the Conversation:
To learn more about Gotham Knights, visit gothamknightsgame.com or join the community conversation on Twitter (@GothamKnights), YouTube (GothamKnights), Instagram (@GothamKnights), Facebook (GothamKnights), Discord (GothamKnights).",39.99,https://static-ca.gamestop.ca/images/products/770586/3max.jpg,,Xbox
Call Of Duty Modern Warfare II,"The Call of Duty®: Modern Warfare® II - Cross-Gen Bundle includes the Xbox One and Xbox Series X versions of the game.




Includes:
- Cross Gen Edition of Call of Duty: Modern Warfare II
-- Includes Xbox One and Xbox Series X versions of the game
Welcome to the new era of Call of Duty® 

Call of Duty®: Modern Warfare® II is the sequel to 2019’s blockbuster Modern Warfare®. Featuring the return of the iconic, team leader Captain John Price, the fearless John ""Soap"" MacTavish, the seasoned Sergeant Kyle ""Gaz” Garrick, and the lone wolf himself, fan favorite Simon “Ghost” Riley, players will witness what makes Task Force 141 the legendary squad it is today.
From small-scale, high-stakes infiltration tactics to highly classified missions, players will need to leverage new weapons, vehicles, and cutting-edge equipment to take on their enemies. Gear up and take the fight offshore as you siege enemies underwater, breach a highly fortified enemy base, infil along the canals, and liberate much-needed allies at a black site hidden within the mountains.
Infinity Ward will immerse fans in heart-pounding next-gen, state-of-the-art gameplay. Fight alongside friends in a truly immersive experience with stunningly realistic sound, lighting, and graphics that produce the most advanced Call of Duty in history. Modern Warfare® II will feature a rebuilt, advanced AI system, enhanced rendering and photogrammetry technology, a new Gunsmith system, allowing for more customization than ever before, and a suite of other gameplay and graphical innovations that elevate the franchise to new heights. The future of the franchise is filled with trail blazing innovations and sets the foundation for next-generation gameplay.
Modern Warfare II will feature a massive amount of content from day 1 – squad up and fight alongside TF141 in a globe-trotting single-player campaign, play lone-gun or rally with your team in immersive multiplayer combat, complete with new locales and ways to play, and experience an evolved, narrative-driven Special Ops game mode featuring tactical co-op gameplay. 

Additionally, Modern Warfare II connects with the new Warzone™ experience releasing this year, and with it, the evolution in Battle Royale with a brand-new play space and sandbox mode. Expect a massive calendar of free content post-launch featuring evolving gameplay with new maps, modes, seasonal events, community celebrations and more.
Stay Frosty.

 
** While Supplies Last",89.99,https://static-ca.gamestop.ca/images/products/771262/3max.jpg,,Xbox
Just Dance® 2023 Edition – Code In a Box,"Welcome to a new era of dance with Just Dance® 2023 Edition! Now with online multiplayer, personalization, 3D immersive worlds, and new songs and modes year-round*, you can experience a never-ending dance party all year long! 


Online Multiplayer: Play Just Dance with whoever you want, wherever they are, with this brand-new feature! Invite up to five players to dance with and find out who has the best moves.
New User Interface: Spend more time dancing and less time searching thanks to a new, more modern, and intuitive user interface. Everything is one click away: playlists, game modes and songs! 
Personalized Experiences: Unlock custom-made sessions and songs tailored to your preferences and playing habits. Plus, Just Dance will keep track of your progress and scores, so you can show off your dancing skills! 



Just Dance 2023 is your on-demand dancing platform!

*Additional content made available on a rolling basis for a limited time during the 12 months following launch of the game. Download and high-speed internet connection required. 

Citron Rose’s game map for Just Dance 2023, available for players located in Canada only

Just Dance® 2023© 2022 Ubisoft Entertainment. All Rights Reserved. Just Dance, Ubisoft, and the Ubisoft logo are registered or unregistered trademarks of Ubisoft Entertainment in the US and/or other countries.

Download code only - This product does not contain a CD or disc. Internet connection, Ubisoft Account and Xbox Account required to redeem the code.",79.99,https://static-ca.gamestop.ca/images/products/773623/3max.jpg,,Xbox
